,Team_1,Team_2,Winner,Margin,Ground,Match Date
4353,Oman,U.A.E.,tied,-,Al Amerat,"Feb 8, 2022"
4354,India,West Indies,India,44 runs,Ahmedabad,"Feb 9, 2022"
4355,India,West Indies,India,96 runs,Ahmedabad,"Feb 11, 2022"
4356,Bangladesh,Afghanistan,Bangladesh,4 wickets,Chattogram,"Feb 23, 2022"
4357,Bangladesh,Afghanistan,Bangladesh,88 runs,Chattogram,"Feb 25, 2022"
4358,Bangladesh,Afghanistan,Afghanistan,7 wickets,Chattogram,"Feb 28, 2022"
4359,U.A.E.,Oman,Oman,12 runs,ICCA Dubai,"Mar 5, 2022"
4360,Namibia,Oman,Namibia,110 runs,ICCA Dubai,"Mar 6, 2022"
4361,U.A.E.,Namibia,U.A.E.,3 wickets,ICCA Dubai,"Mar 8, 2022"
4362,U.A.E.,Oman,Oman,8 runs,ICCA Dubai,"Mar 9, 2022"
4363,Namibia,Oman,Oman,7 wickets,Sharjah,"Mar 11, 2022"
4364,U.A.E.,Namibia,U.A.E.,43 runs,Sharjah,"Mar 12, 2022"
4365,Namibia,Oman,Namibia,5 wickets,Dubai (DSC),"Mar 14, 2022"
4366,U.A.E.,P.N.G.,U.A.E.,7 wickets,Sharjah,"Mar 15, 2022"
4367,Nepal,P.N.G.,Nepal,2 wickets,Sharjah,"Mar 16, 2022"
4368,U.A.E.,Nepal,U.A.E.,48 runs,Dubai (DSC),"Mar 18, 2022"
4369,South Africa,Bangladesh,Bangladesh,38 runs,Centurion,"Mar 18, 2022"
4370,U.A.E.,P.N.G.,P.N.G.,6 wickets,Dubai (DSC),"Mar 19, 2022"
4371,South Africa,Bangladesh,South Africa,7 wickets,Johannesburg,"Mar 20, 2022"
4372,U.A.E.,Nepal,U.A.E.,99 runs,Dubai (DSC),"Mar 21, 2022"
4373,Nepal,P.N.G.,Nepal,7 wickets,Dubai (DSC),"Mar 22, 2022"
4374,South Africa,Bangladesh,Bangladesh,9 wickets,Centurion,"Mar 23, 2022"
4375,Nepal,P.N.G.,P.N.G.,6 runs,Kirtipur,"Mar 25, 2022"
4376,Nepal,P.N.G.,P.N.G.,3 wickets,Kirtipur,"Mar 26, 2022"
4377,New Zealand,Netherlands,New Zealand,7 wickets,Mount Maunganui,"Mar 29, 2022"
